fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2020-21,Social Justice,Directorate of Social Justice,West Bengal,Bardhaman,PM SVANidhi,187187621.73,139556608.02,110177202.87,Q4,2,MECON Limited,181388235.06,181983659.79,58.86,normal
2019-20,Power & Energy,Directorate of Power,Telangana,Khammam,RDSS,45729332.06,43950419.45,30025876.01,Q1,4,KEC International,42377602.05,41339529.97,65.66,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Khammam,Kisan Credit Card,276242368.24,259605930.45,247709872.56,Q2,8,Max Healthcare,274453207.31,284636628.29,89.67,normal
2021-22,Power & Energy,Directorate of Power,Telangana,Mahbubnagar,DDUGJY,142518606.93,114428163.01,104086265.07,Q2,9,Ganesh Construction Pvt Ltd,133206464.3,126601522.44,73.03,repeat_vendor
2020-21,Power & Energy,Directorate of Power,Uttar Pradesh,Lucknow,DDUGJY,410197160.73,325624836.05,311600626.9,Q3,12,Pearson India,347997415.78,364013491.71,75.96,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Odisha,Balasore,PMGSY,469756465.59,424599508.33,330762204.4,Q4,1,Apollo Hospitals,424404022.85,409808869.53,70.41,normal
2019-20,Health & Family Welfare,Directorate of Health,Punjab,Jalandhar,PMJAY,458416015.77,358394515.82,279763174.07,Q4,3,M/s Shiv Enterprises,375283683.87,372935197.56,61.03,repeat_vendor
2023-24,Urban Development,Directorate of Urban Development,Rajasthan,Jaipur,HRIDAY,191820019.71,122604528.68,11352321.36,Q1,6,Max Healthcare,163047016.75,10932953.69,5.92,low_utilization
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Jabalpur,AMRUT,329969590.04,317362524.45,270005740.24,Q4,2,KEC International,271296477.61,281898704.3,81.83,normal
2021-22,Health & Family Welfare,Directorate of Health,Maharashtra,Nagpur,Poshan Abhiyaan,39613332.72,36941168.85,27779504.59,Q2,7,M/s Shiv Enterprises,35580988.25,33880063.9,70.13,repeat_vendor
2022-23,Health & Family Welfare,Directorate of Health,Gujarat,Surat,National Health Mission,317142347.24,236305623.73,176189849.84,Q4,2,HG Infra Engineering,295555507.48,293983746.3,55.56,normal
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Maharashtra,Solapur,Soil Health Card,261352529.33,191844833.9,161908492.69,Q1,4,Tata Projects Ltd,236157880.06,239498131.65,61.95,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Tamil Nadu,Coimbatore,Bharatmala,110660794.62,97597778.16,6130554.19,Q3,10,Nuziveedu Seeds,94061675.43,5909527.03,5.54,low_utilization
2022-23,Health & Family Welfare,Directorate of Health,Tamil Nadu,Salem,Janani Suraksha Yojana,473226491.82,402251334.11,317607713.27,Q4,3,Laxmi Infra Works,280327192.82,544970763.63,67.12,inflated
2022-23,Urban Development,Directorate of Urban Development,Madhya Pradesh,Gwalior,AMRUT 2.0,212444923.56,179466600.93,21476006.11,Q4,2,Educomp Solutions,180578185.03,21047600.77,10.11,low_utilization
2022-23,Urban Development,Directorate of Urban Development,Tamil Nadu,Erode,Smart Cities,479090622.23,390337318.68,329148926.88,Q2,7,Max Healthcare,421437495.67,386541414.45,68.7,normal
2020-21,Water Resources,Directorate of Water Resources,West Bengal,Asansol,PMKSY,328820351.2,301943915.63,208080770.58,Q1,4,Apollo Hospitals,308321191.62,310639888.24,63.28,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Bhavnagar,Bharatmala,142523512.01,108444680.49,89955598.17,Q1,5,Hindustan Construction Co,130379037.87,129980145.44,63.12,normal
2020-21,Power & Energy,Directorate of Power,Tamil Nadu,Erode,SAUBHAGYA,249826833.24,220908740.04,171164186.51,Q1,5,Sri Ram Suppliers,129981437.7,341544364.46,68.51,inflated
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Odisha,Bhubaneswar,Setu Bharatam,142898543.62,118686122.76,109660919.18,Q1,5,Laxmi Infra Works,115436880.09,117108125.21,76.74,repeat_vendor
2021-22,Health & Family Welfare,Directorate of Health,Gujarat,Surat,Janani Suraksha Yojana,377092447.4,322718000.3,242108172.33,Q3,11,NBCC India Ltd,331338123.22,332818721.15,64.2,normal
2023-24,Women & Child Development,Directorate of Women,Gujarat,Surat,Mission Shakti,112783164.19,87716754.59,83189262.45,Q1,4,Ganesh Construction Pvt Ltd,95332027.97,91404507.81,73.76,repeat_vendor
2021-22,Water Resources,Directorate of Water Resources,Karnataka,Bengaluru,Jal Jeevan Mission,24953691.63,19310254.48,16802526.56,Q1,4,Educomp Solutions,21310013.74,19723500.15,67.33,normal
2020-21,Education,Directorate of Education,Odisha,Baripada,Samagra Shiksha,376764378.67,355351823.94,285462463.63,Q3,10,Ganesh Construction Pvt Ltd,351764950.75,352530521.48,75.77,repeat_vendor
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Odisha,Baripada,Smart Cities Mission,241870448.71,221199366.95,194133863.76,Q3,12,Max Healthcare,220514025.05,227334711.24,80.26,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Punjab,Amritsar,PMGSY,7550925.3,7016192.97,4982434.21,Q1,4,KEC International,6554882.95,6699741.36,65.98,normal
2022-23,Social Justice,Directorate of Social Justice,Karnataka,Davangere,Ambedkar Social Innovation,53724577.1,51396972.06,39749608.16,Q2,9,Agri Gold Farms,52304730.94,51102747.64,73.99,normal
2022-23,Power & Energy,Directorate of Power,Bihar,Gaya,National Solar Mission,154266243.14,135704403.1,99990048.53,Q2,9,M/s Shiv Enterprises,146399466.71,142601314.98,64.82,repeat_vendor
2022-23,Women & Child Development,Directorate of Women,Rajasthan,Bikaner,POSHAN 2.0,133523783.94,109064009.7,91209656.26,Q4,2,Sri Ram Suppliers,64009379.31,153826558.98,68.31,inflated
2021-22,Water Resources,Directorate of Water Resources,Uttar Pradesh,Jhansi,PMKSY,324662252.38,235956899.25,15818773.06,Q1,4,NIIT Technologies,275962914.52,15223436.02,4.87,low_utilization
2022-23,Rural Development,Directorate of Rural Development,Karnataka,Tumkur,Shyama Prasad Mukherji Rurban Mission,25885853.31,18925229.73,12998985.75,Q1,6,Shapoorji Pallonji,23686749.13,22166416.79,50.22,normal
2023-24,Social Justice,Directorate of Social Justice,Maharashtra,Aurangabad,NSFDC Schemes,197049827.05,183402003.12,159805283.44,Q4,2,Mahindra Agri,165746703.38,168706798.24,81.1,normal
2021-22,Water Resources,Directorate of Water Resources,Telangana,Khammam,Dam Rehabilitation,93354334.09,86298956.13,77480769.15,Q1,4,Ganesh Construction Pvt Ltd,40520123.35,111593208.98,83.0,inflated
2020-21,Education,Directorate of Education,Rajasthan,Ajmer,National Scholarship Portal,237825744.71,178298963.14,130947447.84,Q1,6,Hindustan Construction Co,198381161.16,201166256.67,55.06,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Odisha,Puri,Kisan Credit Card,436736050.57,311239695.53,204037870.58,Q1,5,MECON Limited,422355121.27,413397128.65,46.72,normal
2021-22,Education,Directorate of Education,Rajasthan,Jodhpur,Samagra Shiksha,245840263.19,209652630.65,180781519.27,Q3,11,WAPCOS Ltd,214583607.6,193561743.82,73.54,normal
2023-24,Water Resources,Directorate of Water Resources,Madhya Pradesh,Sagar,Dam Rehabilitation,135698785.49,119298784.86,83190397.84,Q4,1,Everonn Education,131797866.73,131653552.94,61.31,normal
2020-21,Education,Directorate of Education,Tamil Nadu,Tirunelveli,Samagra Shiksha,103947453.0,99558919.56,76748880.22,Q4,2,KEC International,103229239.73,106488352.55,73.83,normal
2021-22,Social Justice,Directorate of Social Justice,Gujarat,Vadodara,Ambedkar Social Innovation,294984771.7,252285556.74,198829913.7,Q3,11,Hindustan Construction Co,148676910.94,339070217.02,67.4,inflated
2023-24,Urban Development,Directorate of Urban Development,Maharashtra,Thane,SBM Urban,55985098.21,53724713.78,37450528.16,Q3,11,NCC Limited,50646204.38,47783036.0,66.89,normal
2022-23,Social Justice,Directorate of Social Justice,Telangana,Nizamabad,Ambedkar Social Innovation,400092747.37,284652733.2,210804003.82,Q3,10,Kalpataru Power,324330647.18,306775675.25,52.69,normal
2021-22,Power & Energy,Directorate of Power,Tamil Nadu,Chennai,DDUGJY,439482325.96,373735175.5,351173184.02,Q2,8,Laxmi Infra Works,365213066.39,350093372.0,79.91,repeat_vendor
2023-24,Rural Development,Directorate of Rural Development,Rajasthan,Kota,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,110210024.95,88090545.25,80140101.2,Q1,5,Educomp Solutions,97482162.05,101872370.87,72.72,normal
2021-22,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Ujjain,PMJAY,218472319.08,199001203.03,146224907.83,Q2,9,Balaji Trading Co,185702364.57,184148264.26,66.93,repeat_vendor
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Ujjain,PMGSY,92502714.09,84803756.61,61398816.56,Q4,3,Laxmi Infra Works,82177585.77,80643005.33,66.38,repeat_vendor
2022-23,Water Resources,Directorate of Water Resources,Gujarat,Bhavnagar,National River Conservation Plan,231180707.02,186166222.51,168173990.71,Q4,2,Balaji Trading Co,127420168.76,339102272.04,72.75,inflated
2023-24,Rural Development,Directorate of Rural Development,Bihar,Purnia,PMAY-G,377912251.5,307176070.55,200249588.85,Q3,10,Kaveri Seeds,365758445.23,333827317.42,52.99,normal
2023-24,Rural Development,Directorate of Rural Development,Telangana,Warangal,PMGSY,283156256.68,243314539.63,9594094.0,Q1,5,NBCC India Ltd,240682818.18,9585556.09,3.39,low_utilization
2020-21,Social Justice,Directorate of Social Justice,Rajasthan,Sikar,NSFDC Schemes,314491491.84,277054224.18,41253012.45,Q2,8,PNC Infratech,267317768.06,39521607.86,13.12,low_utilization
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Jodhpur,RKVY,52699905.38,44353571.64,34375279.7,Q2,7,Kalpataru Power,45321115.04,44077409.79,65.23,normal
2022-23,Education,Directorate of Education,Bihar,Darbhanga,NIPUN Bharat,73976939.1,54718680.24,48605045.1,Q1,5,RITES Ltd,61708240.91,62402440.6,65.7,normal
2021-22,Social Justice,Directorate of Social Justice,Bihar,Begusarai,Pradhan Mantri Adarsh Gram Yojana,50909823.12,40873207.78,30166799.28,Q3,12,Educomp Solutions,47831333.64,43818302.73,59.26,normal
2021-22,Power & Energy,Directorate of Power,West Bengal,Asansol,DDUGJY,282540332.98,221730092.42,189897384.23,Q4,1,Agri Gold Farms,228441306.8,236678618.27,67.21,normal
2019-20,Education,Directorate of Education,Gujarat,Anand,Eklavya Model School,250818551.41,198687427.38,183912559.58,Q2,8,Laxmi Infra Works,220250006.64,210619922.46,73.32,repeat_vendor
2020-21,Education,Directorate of Education,Tamil Nadu,Erode,National Scholarship Portal,152162012.67,145546739.74,124652469.22,Q3,12,Educomp Solutions,151022471.65,149644583.35,81.92,normal
2021-22,Education,Directorate of Education,Odisha,Sambalpur,PM POSHAN,309120037.02,220272804.51,203234698.45,Q3,12,Afcons Infrastructure,261620918.61,261565754.72,65.75,normal
2020-21,Women & Child Development,Directorate of Women,Telangana,Adilabad,Mission Shakti,449997360.41,427449071.92,381224917.24,Q2,7,Everonn Education,443011223.27,402825230.76,84.72,normal
2022-23,Rural Development,Directorate of Rural Development,Maharashtra,Mumbai,MGNREGS,316015733.74,236613249.76,161950298.95,Q3,12,Agri Gold Farms,276679924.67,290052039.62,51.25,normal
2021-22,Urban Development,Directorate of Urban Development,Karnataka,Mangaluru,AMRUT 2.0,339745661.6,308422162.72,243314294.36,Q4,2,PNC Infratech,277641398.02,250886889.53,71.62,normal
2019-20,Health & Family Welfare,Directorate of Health,Bihar,Patna,National Health Mission,284579219.18,232826286.21,202696306.7,Q3,11,Laxmi Infra Works,255903620.87,264409931.67,71.23,repeat_vendor
2023-24,Urban Development,Directorate of Urban Development,Gujarat,Bhavnagar,Housing for All,220000153.22,215841388.08,268564246.95,Q2,7,Dilip Buildcon Ltd,209000145.56,289576374.09,122.07,overspent
2020-21,Rural Development,Directorate of Rural Development,Maharashtra,Pune,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,270728473.43,251769841.8,187006298.27,Q1,6,WAPCOS Ltd,237722687.94,226712746.88,69.08,normal
2023-24,Education,Directorate of Education,Madhya Pradesh,Indore,NIPUN Bharat,465972715.91,378268032.4,252731245.93,Q2,9,Kalpataru Power,427089390.74,444403181.59,54.24,normal
2021-22,Rural Development,Directorate of Rural Development,Telangana,Hyderabad,MGNREGS,101055117.17,76991710.35,57825265.16,Q4,2,Sri Ram Suppliers,99522601.41,101148165.04,57.22,repeat_vendor
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Begusarai,PM-KISAN,490546965.23,451121472.99,393597408.64,Q1,5,Balaji Trading Co,283292700.55,699812314.69,80.24,inflated
2019-20,Education,Directorate of Education,Madhya Pradesh,Bhopal,Samagra Shiksha,113397275.47,94542248.4,85096852.69,Q4,3,Techno Electric,91204141.88,82841039.65,75.04,normal
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Karnataka,Ballari,PMGSY,194175270.21,142731730.47,124808634.75,Q4,1,Dilip Buildcon Ltd,159828895.97,146674799.39,64.28,normal
2021-22,Urban Development,Directorate of Urban Development,Tamil Nadu,Erode,AMRUT 2.0,119846933.93,84230091.29,65883173.23,Q4,1,Shapoorji Pallonji,119629741.0,107934113.53,54.97,normal
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Kanpur,PMGSY,142015392.78,123365432.05,115338771.75,Q4,1,MECON Limited,117296654.9,112566408.96,81.22,normal
2021-22,Health & Family Welfare,Directorate of Health,Telangana,Warangal,Ayushman Bharat,352922337.85,328051207.24,300065171.66,Q2,8,Ganesh Construction Pvt Ltd,332674044.02,347359174.13,85.02,repeat_vendor
2021-22,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,Venture Capital Fund SCs,271168168.1,216136737.87,168903692.22,Q3,12,Mahindra Agri,232108229.05,215984422.47,62.29,normal
2023-24,Education,Directorate of Education,Karnataka,Mangaluru,Eklavya Model School,186822602.55,145421265.28,137347102.2,Q2,7,Ganesh Construction Pvt Ltd,173741586.06,172938256.84,73.52,repeat_vendor
2021-22,Health & Family Welfare,Directorate of Health,Uttar Pradesh,Jhansi,Ayushman Bharat,192704152.76,147784556.33,113760579.09,Q3,12,Laxmi Infra Works,168960544.54,160830982.22,59.03,repeat_vendor
2020-21,Power & Energy,Directorate of Power,West Bengal,Jalpaiguri,DDUGJY,93028971.64,66481545.4,49704753.46,Q2,8,Max Healthcare,91860972.23,95214641.83,53.43,normal
2021-22,Water Resources,Directorate of Water Resources,Madhya Pradesh,Jabalpur,Jal Jeevan Mission,391523727.01,372135528.35,339193845.46,Q4,2,NBCC India Ltd,187000389.61,525436655.92,86.63,inflated
2023-24,Rural Development,Directorate of Rural Development,Karnataka,Tumkur,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,480192199.07,469595155.05,341035315.13,Q3,10,Larsen & Toubro Ltd,411111761.87,412094240.79,71.02,normal
2021-22,Rural Development,Directorate of Rural Development,Maharashtra,Nashik,Shyama Prasad Mukherji Rurban Mission,197906000.69,178957338.27,246940969.22,Q3,12,Larsen & Toubro Ltd,188010700.66,250010603.83,124.78,overspent
2020-21,Urban Development,Directorate of Urban Development,Telangana,Ramagundam,Housing for All,9616076.59,6830886.3,5224204.25,Q4,2,GR Infraprojects,8478707.99,8367938.32,54.33,normal
2022-23,Health & Family Welfare,Directorate of Health,Madhya Pradesh,Sagar,Ayushman Bharat,383222438.03,361507331.75,249697160.62,Q2,8,HG Infra Engineering,317837162.49,315514534.26,65.16,normal
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Gaya,PM-KISAN,159349883.66,121715692.26,116183131.45,Q4,3,WAPCOS Ltd,158562132.04,143089278.64,72.91,normal
2020-21,Water Resources,Directorate of Water Resources,Karnataka,Bengaluru,Dam Rehabilitation,39662092.23,33438711.15,24270926.3,Q3,10,Apollo Hospitals,36254054.72,37137590.61,61.19,normal
2020-21,Power & Energy,Directorate of Power,Maharashtra,Thane,National Solar Mission,303876403.16,295680149.18,277101238.46,Q1,5,Narayana Health,271707137.59,284212507.51,91.19,normal
2019-20,Urban Development,Directorate of Urban Development,Uttar Pradesh,Agra,Housing for All,456024457.12,396983281.15,360687476.25,Q3,10,Max Healthcare,450546676.36,431094753.39,79.09,normal
2019-20,Urban Development,Directorate of Urban Development,Uttar Pradesh,Agra,SBM Urban,283135790.05,262202110.03,235140295.87,Q1,4,NBCC India Ltd,154764608.49,462225104.24,83.05,inflated
2023-24,Social Justice,Directorate of Social Justice,Uttar Pradesh,Jhansi,Venture Capital Fund SCs,135322177.65,109423280.4,83271909.58,Q4,2,Balaji Trading Co,129882387.24,136083943.4,61.54,repeat_vendor
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Bhavnagar,PMGSY,478846662.68,345877274.83,286852031.67,Q4,3,Hindustan Construction Co,470671362.64,469729779.45,59.9,normal
2020-21,Urban Development,Directorate of Urban Development,Bihar,Begusarai,SBM Urban,123227021.09,115195210.21,101738166.87,Q2,9,Hindustan Construction Co,55705488.46,122643390.69,82.56,inflated
2022-23,Water Resources,Directorate of Water Resources,Maharashtra,Pune,National River Conservation Plan,247605916.94,195514792.96,145654400.79,Q2,9,Ganesh Construction Pvt Ltd,198852918.61,191312194.13,58.83,repeat_vendor
2020-21,Rural Development,Directorate of Rural Development,Karnataka,Tumkur,MGNREGS,12941800.4,9323843.98,7596761.04,Q1,5,Educomp Solutions,12693991.82,12099343.88,58.7,normal
2019-20,Power & Energy,Directorate of Power,Punjab,Patiala,National Solar Mission,296147523.07,295886947.47,314974008.91,Q3,11,Max Healthcare,281340146.92,344893990.22,106.36,overspent
2021-22,Power & Energy,Directorate of Power,Telangana,Adilabad,UDAY Scheme,68168164.38,62337577.66,58798635.42,Q4,3,IRB Infrastructure,56610339.35,51015401.48,86.26,normal
2021-22,Urban Development,Directorate of Urban Development,Tamil Nadu,Tirunelveli,SBM Urban,254824928.45,245787579.64,167383198.09,Q4,1,BHEL,229000637.23,207759269.11,65.69,normal
2021-22,Social Justice,Directorate of Social Justice,Karnataka,Ballari,Ambedkar Social Innovation,378892806.94,306291976.27,287611391.52,Q4,2,Ganesh Construction Pvt Ltd,184182646.7,403278719.72,75.91,inflated
2021-22,Urban Development,Directorate of Urban Development,Tamil Nadu,Coimbatore,Housing for All,144633738.02,110300196.8,77671484.54,Q2,7,WAPCOS Ltd,144309919.69,146188881.13,53.7,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Telangana,Khammam,Bharatmala,419556207.92,255176199.13,41952653.44,Q2,9,PNC Infratech,356622776.73,39874594.09,10.0,low_utilization
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Tamil Nadu,Tiruchirappalli,Soil Health Card,222967513.88,184411486.58,174039900.9,Q4,3,Kalpataru Power,198191589.52,191223151.88,78.06,normal
2019-20,Rural Development,Directorate of Rural Development,Maharashtra,Nagpur,PMGSY,372394490.13,268428685.96,187941069.54,Q3,10,Fortis Healthcare,318479813.91,316757981.88,50.47,normal
